Date,Actual Price,Predicted Price
2025-01-23,67.7699966430664,66.4195898630719
2025-01-24,67.68000030517578,66.28709778205386
2025-01-27,67.56999969482422,66.54455724042076
2025-01-28,67.87000274658203,67.64178316560664
2025-01-29,68.0999984741211,67.62011493864337
2025-01-30,69.06999969482422,67.91918112127435
2025-01-31,68.97000122070312,68.41572971268741
2025-02-01,69.63999938964844,68.94077913797048
2025-02-03,70.0999984741211,69.02723151354778
2025-02-04,71.66000366210938,69.73770166167225
2025-02-05,71.5199966430664,70.70592421263883
2025-02-06,71.52999877929688,71.60620014883114
2025-02-07,72.5,71.6229705798
2025-02-10,71.97000122070312,72.14046548108865
2025-02-11,71.4800033569336,72.37241368097156
2025-02-12,71.87000274658203,71.96546160031313
2025-02-13,72.22000122070312,71.66921772050567
2025-02-14,71.62999725341797,72.0039622878385
2025-02-17,71.97000122070312,72.09328124832703
2025-02-18,72.80000305175781,71.72557789964027
2025-02-19,72.45999908447266,72.25305317736981
2025-02-20,72.11000061035156,72.62111362747143
2025-02-21,72.5999984741211,72.24127407385474
2025-02-24,72.75,72.2152637092375
2025-02-25,71.9000015258789,72.75984501868248
2025-02-27,71.12000274658203,72.73327029195069
2025-02-28,71.38999938964844,71.58535071991584
2025-03-03,72.41999816894531,71.10570819122616
2025-03-04,72.2699966430664,71.5880849936901
2025-03-05,71.9000015258789,72.32392508163277
2025-03-06,72.19000244140625,72.20737891566233
2025-03-07,72.18000030517578,71.89317659237575
2025-03-10,72.08000183105469,72.2157226066942
2025-03-11,72.29000091552734,72.21565693792073
2025-03-12,72.80999755859375,72.14396925332163
2025-03-13,73.55999755859375,72.44334297103656
2025-03-17,74.12999725341797,73.03623624954477
2025-03-18,74.2300033569336,73.76966080253821
2025-03-19,74.47000122070312,74.24533864195162
2025-03-20,73.9800033569336,74.41061655935565
2025-03-21,73.01000213623047,74.41819327741364
2025-03-24,73.20999908447266,73.76239459329793
2025-03-25,73.26000213623047,72.97412974803031
2025-03-26,73.80000305175781,73.21020042954058
2025-03-27,74.16999816894531,73.38874789411437
2025-03-28,76.68000030517578,73.91935501715055
2025-04-01,76.22000122070312,75.0523580092298
2025-04-02,75.86000061035156,76.78272523737533
2025-04-03,74.9800033569336,76.33367865396664
2025-04-04,73.83000183105469,75.64715252743217
2025-04-07,73.68000030517578,74.63357498671702
2025-04-08,74.88999938964844,73.65565845830915
2025-04-09,77.91999816894531,74.18421817785492
2025-04-11,77.68000030517578,76.22617568927826
2025-04-15,79.20999908447266,78.24963578316547
2025-04-16,79.51000213623047,78.89912499791204
2025-04-17,81.0999984741211,79.71809368400254
2025-04-21,82.87000274658203,80.5931799178899
2025-04-22,80.37999725341797,82.28363360677992
2025-04-23,80.5,82.20328575225503
2025-04-24,80.0,80.49615526126588
2025-04-25,79.05000305175781,80.47467895999867
2025-04-28,80.04000091552734,79.52115919072764
2025-04-29,79.08999633789062,79.57274324427728
2025-04-30,78.94000244140625,79.9373598871891
2025-05-02,79.66000366210938,78.96091858477035
2025-05-05,82.0999984741211,79.3460161960665
2025-05-06,81.29000091552734,80.82455867881019
2025-05-07,80.94000244140625,81.78124012538171
2025-05-08,80.80999755859375,81.2059005033982
2025-05-09,78.0,80.72391060530262
2025-05-12,79.05999755859375,79.78615377888922
2025-05-13,78.52999877929688,78.5478214339014
2025-05-14,77.05000305175781,78.81111103669717
2025-05-15,77.79000091552734,77.84208939902364
2025-05-16,78.33999633789062,77.55857399364051
2025-05-19,78.19999694824219,78.29181175173407
2025-05-20,79.48999786376953,78.65345909360013
2025-05-21,79.83999633789062,79.09154115549855
2025-05-22,79.54000091552734,79.89346578526096
2025-05-23,79.76000213623047,79.89004031153372
2025-05-26,79.52999877929688,79.74939735557345
2025-05-27,80.05999755859375,79.85165589036616
2025-05-28,79.11000061035156,79.79532455486351
2025-05-29,79.48999786376953,79.87472833606893
2025-05-30,80.51000213623047,79.24932007233677
2025-06-02,80.83999633789062,79.91726948679361
2025-06-03,81.31999969482422,80.7857104970199
2025-06-04,81.7300033569336,81.20979628689958
2025-06-05,81.19999694824219,81.6168415794017
2025-06-06,80.4800033569336,81.4930540365507
2025-06-09,80.62000274658203,80.65821057671785
2025-06-10,80.75,80.3107178207759
2025-06-11,81.3499984741211,80.51439237156279
2025-06-12,83.12999725341797,80.84132433066087
2025-06-13,83.08999633789062,82.26282319352362
2025-06-16,82.56999969482422,83.01766249434334
2025-06-17,82.80000305175781,82.80553746743146
2025-06-18,82.7699966430664,82.58495777288002
2025-06-19,82.2300033569336,82.7805359625696
